customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,engagement_score,charges_per_month,recency,frequency,monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment
CUST-00116,Female,0,No,Yes,70,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,28.15,2018.23,0,48+ months,4,28.831857142857142,1,4,2018.23,5,3,4,12,Champions
CUST-00117,Male,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.84,949.99,0,24-48 months,1,33.92821428571428,43,1,949.99,4,1,2,7,Potential Loyalists
CUST-00118,Male,0,No,No,25,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,Two year,No,Credit card (automatic),101.05,2575.5,0,24-48 months,3,103.02,46,3,2575.5,3,2,5,10,Loyal Customers
CUST-00119,Male,0,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Credit card (automatic),52.94,1239.64,1,12-24 months,2,53.89739130434783,48,2,1239.64,3,1,3,7,Potential Loyalists
CUST-00120,Male,1,Yes,No,37,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Mailed check,47.41,1782.58,0,24-48 months,3,48.177837837837835,34,3,1782.58,4,2,4,10,Loyal Customers
CUST-00121,Male,0,No,Yes,60,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No,Two year,Yes,Credit card (automatic),33.6,1993.97,0,48+ months,3,33.23283333333333,11,3,1993.97,5,2,4,11,Loyal Customers
CUST-00122,Male,0,Yes,No,11,Yes,No,No,No,No internet service,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),49.69,492.45,1,0-12 months,1,44.768181818181816,60,1,492.45,1,1,1,3,Lost
CUST-00123,Male,0,Yes,Yes,15,Yes,No,DSL,Yes,No,No,No,No internet service,No,Month-to-month,No,Electronic check,36.62,541.73,1,12-24 months,2,36.11533333333333,56,2,541.73,2,1,1,4,At Risk
CUST-00124,Female,0,No,Yes,21,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,31.25,670.9,0,12-24 months,3,31.947619047619046,50,3,670.9,3,2,2,7,Potential Loyalists
CUST-00125,Male,0,No,Yes,20,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,100.38,2036.28,1,12-24 months,3,101.814,51,3,2036.28,3,2,4,9,Loyal Customers
CUST-00126,Male,0,Yes,No,38,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),35.74,1332.33,0,24-48 months,2,35.06131578947368,33,2,1332.33,4,1,3,8,Potential Loyalists
CUST-00127,Male,0,No,No,25,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,Yes,Two year,No,Electronic check,36.78,885.76,0,24-48 months,5,35.4304,46,5,885.76,3,5,2,10,Loyal Customers
CUST-00128,Male,0,No,Yes,12,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),64.84,762.19,0,0-12 months,3,63.51583333333334,59,3,762.19,2,2,2,6,Potential Loyalists
CUST-00129,Female,0,No,Yes,4,No,Yes,No,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Electronic check,27.13,148.47,0,0-12 months,2,37.1175,67,2,148.47,1,1,1,3,Lost
CUST-00130,Male,1,Yes,No,15,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),49.23,648.24,0,12-24 months,3,43.216,56,3,648.24,2,2,2,6,Potential Loyalists
CUST-00131,Female,0,No,No,9,Yes,Yes,No,No internet service,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),90.81,803.27,1,0-12 months,3,89.25222222222222,62,3,803.27,1,2,2,5,At Risk
CUST-00132,Female,0,No,No,7,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),33.68,201.06,1,0-12 months,2,28.722857142857144,64,2,201.06,1,1,1,3,Lost
CUST-00133,Male,1,Yes,No,10,Yes,Yes,No,No internet service,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),77.4,798.85,1,0-12 months,3,79.885,61,3,798.85,1,2,2,5,At Risk
CUST-00134,Male,0,No,No,40,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,Yes,Two year,No,Electronic check,58.48,2392.78,0,24-48 months,4,59.819500000000005,31,4,2392.78,5,3,4,12,Champions
CUST-00135,Male,0,Yes,No,28,No,No,No,No,No,Yes,No,No,No internet service,Month-to-month,No,Electronic check,44.3,1158.91,0,24-48 months,1,41.38964285714286,43,1,1158.91,4,1,3,8,Potential Loyalists
CUST-00136,Male,0,Yes,No,23,Yes,No,No,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),25.94,612.5,1,12-24 months,3,26.630434782608695,48,3,612.5,3,2,2,7,Potential Loyalists
CUST-00137,Male,0,Yes,No,42,Yes,Yes,No,No,No,No internet service,No,No internet service,Yes,One year,No,Electronic check,82.94,3527.7,0,24-48 months,3,83.99285714285713,29,3,3527.7,5,2,5,12,Champions
CUST-00138,Female,0,No,No,29,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No,No,Month-to-month,No,Electronic check,92.21,2625.01,1,24-48 months,1,90.51758620689655,42,1,2625.01,4,1,5,10,Loyal Customers
CUST-00139,Male,1,Yes,No,45,Yes,No,No,No,No,No internet service,No,No internet service,Yes,Two year,No,Bank transfer (automatic),79.4,3621.42,0,24-48 months,2,80.476,26,2,3621.42,5,1,5,11,Loyal Customers
CUST-00140,Male,0,No,No,46,Yes,Yes,No,No,No internet service,No,Yes,No internet service,No,Two year,No,Mailed check,87.78,3988.16,0,24-48 months,3,86.6991304347826,25,3,3988.16,5,2,5,12,Champions
CUST-00141,Female,0,Yes,No,22,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,No,Electronic check,41.07,933.17,0,12-24 months,2,42.41681818181818,49,2,933.17,3,1,2,6,Potential Loyalists
CUST-00142,Female,0,No,Yes,24,Yes,No,DSL,No,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Mailed check,48.18,1214.94,0,12-24 months,4,50.6225,47,4,1214.94,3,3,3,9,Loyal Customers
CUST-00143,Female,0,Yes,No,19,Yes,No,DSL,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,84.12,1560.37,0,12-24 months,4,82.12473684210526,52,4,1560.37,3,3,3,9,Loyal Customers
CUST-00144,Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),87.84,2270.62,1,24-48 months,2,87.33153846153846,45,2,2270.62,4,1,4,9,Loyal Customers
CUST-00145,Male,0,No,No,26,Yes,No,DSL,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.62,1579.8,1,24-48 months,4,60.76153846153846,45,4,1579.8,4,3,3,10,Loyal Customers
CUST-00146,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,Yes,One year,No,Electronic check,32.81,439.47,0,12-24 months,4,25.851176470588236,54,4,439.47,2,3,1,6,Potential Loyalists
CUST-00147,Male,0,No,No,16,Yes,No,DSL,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),70.28,1148.83,0,12-24 months,3,71.801875,55,3,1148.83,2,2,3,7,Potential Loyalists
CUST-00148,Male,0,No,No,22,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,45.52,1091.35,0,12-24 months,4,49.60681818181818,49,4,1091.35,3,3,3,9,Loyal Customers
CUST-00149,Female,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),103.92,1617.61,1,12-24 months,3,95.1535294117647,54,3,1617.61,2,2,4,8,Potential Loyalists
CUST-00150,Male,0,Yes,No,30,Yes,Yes,DSL,No internet service,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),26.8,857.87,0,24-48 months,4,28.595666666666666,41,4,857.87,4,3,2,9,Loyal Customers
CUST-00151,Female,0,Yes,No,18,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.31,1738.83,0,12-24 months,5,96.60166666666666,53,5,1738.83,2,5,4,11,Loyal Customers
CUST-00152,Female,0,No,No,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,71.22,780.73,1,0-12 months,5,70.97545454545455,60,5,780.73,1,5,2,8,Potential Loyalists
CUST-00153,Male,0,No,Yes,18,Yes,No,No,No,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,104.38,1899.33,1,12-24 months,4,105.51833333333333,53,4,1899.33,2,3,4,9,Loyal Customers
CUST-00154,Male,0,No,Yes,53,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),62.74,3337.5,0,48+ months,3,62.971698113207545,18,3,3337.5,5,2,5,12,Champions
CUST-00155,Male,0,No,Yes,18,Yes,No phone service,DSL,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),108.99,1934.61,1,12-24 months,2,107.47833333333332,53,2,1934.61,2,1,4,7,Potential Loyalists
CUST-00156,Male,0,No,Yes,25,Yes,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),74.82,1932.36,0,24-48 months,3,77.2944,46,3,1932.36,3,2,4,9,Loyal Customers
CUST-00157,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No,One year,Yes,Electronic check,21.85,720.74,0,24-48 months,4,21.84060606060606,38,4,720.74,4,3,2,9,Loyal Customers
CUST-00158,Female,0,No,Yes,6,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,38.29,249.42,1,0-12 months,3,41.57,65,3,249.42,1,2,1,4,At Risk
CUST-00159,Female,0,No,No,31,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),72.09,2186.79,0,24-48 months,4,70.54161290322581,40,4,2186.79,4,3,4,11,Loyal Customers
CUST-00160,Male,1,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,108.87,2387.26,1,12-24 months,3,103.79391304347827,48,3,2387.26,3,2,4,9,Loyal Customers
CUST-00161,Male,0,Yes,Yes,45,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No,No,One year,Yes,Mailed check,43.77,1910.71,0,24-48 months,1,42.46022222222222,26,1,1910.71,5,1,4,10,Loyal Customers
CUST-00162,Male,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,Yes,No,No,No internet service,One year,No,Mailed check,99.23,1282.22,0,0-12 months,3,106.85166666666667,59,3,1282.22,2,2,3,7,Potential Loyalists
CUST-00163,Female,0,Yes,No,11,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),105.58,1193.59,0,0-12 months,1,108.50818181818181,60,1,1193.59,1,1,3,5,At Risk
CUST-00164,Female,1,Yes,No,25,Yes,No,DSL,No,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),46.64,1144.4,0,24-48 months,2,45.776,46,2,1144.4,3,1,3,7,Potential Loyalists
CUST-00165,Male,0,Yes,No,25,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,Two year,No,Electronic check,62.31,1586.37,0,24-48 months,4,63.4548,46,4,1586.37,3,3,3,9,Loyal Customers
CUST-00166,Male,0,No,No,9,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),92.45,853.19,0,0-12 months,6,94.7988888888889,62,6,853.19,1,5,2,8,Potential Loyalists
CUST-00167,Male,0,Yes,No,7,Yes,No,DSL,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),97.19,590.28,0,0-12 months,3,84.32571428571428,64,3,590.28,1,2,2,5,At Risk
CUST-00168,Female,1,No,Yes,9,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,68.07,655.12,0,0-12 months,4,72.7911111111111,62,4,655.12,1,3,2,6,Potential Loyalists
CUST-00169,Male,0,Yes,No,43,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,No internet service,One year,No,Electronic check,68.43,2847.08,0,24-48 months,3,66.21116279069767,28,3,2847.08,5,2,5,12,Champions
CUST-00170,Female,0,No,No,44,Yes,No,No,No internet service,No,No,Yes,No,No internet service,One year,No,Bank transfer (automatic),84.53,3687.88,0,24-48 months,2,83.81545454545454,27,2,3687.88,5,1,5,11,Loyal Customers
CUST-00171,Male,1,Yes,No,3,Yes,Yes,DSL,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,55.34,117.01,1,0-12 months,4,39.00333333333334,68,4,117.01,1,3,1,5,At Risk
CUST-00172,Male,0,No,Yes,3,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),38.59,125.82,0,0-12 months,5,41.94,68,5,125.82,1,5,1,7,Potential Loyalists
CUST-00173,Male,0,Yes,Yes,1,Yes,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,53.76,64.31,1,0-12 months,4,64.31,70,4,64.31,1,3,1,5,At Risk
CUST-00174,Male,0,No,Yes,47,Yes,No,DSL,No internet service,No,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),51.85,2286.69,0,24-48 months,1,48.65297872340425,24,1,2286.69,5,1,4,10,Loyal Customers
CUST-00175,Male,0,Yes,Yes,20,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),87.06,1802.7,1,12-24 months,2,90.135,51,2,1802.7,3,1,4,8,Potential Loyalists
CUST-00176,Female,1,No,No,34,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),105.26,3581.96,0,24-48 months,2,105.35176470588236,37,2,3581.96,4,1,5,10,Loyal Customers
CUST-00177,Female,0,No,No,25,Yes,Yes,DSL,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),37.86,994.64,1,24-48 months,4,39.7856,46,4,994.64,3,3,2,8,Potential Loyalists
CUST-00178,Female,0,Yes,No,51,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,Two year,No,Credit card (automatic),105.43,5378.59,0,48+ months,5,105.46254901960785,20,5,5378.59,5,5,5,15,Champions
CUST-00179,Female,0,No,No,15,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,No,Month-to-month,No,Electronic check,60.67,918.85,0,12-24 months,2,61.25666666666667,56,2,918.85,2,1,2,5,At Risk
CUST-00180,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,27.27,582.76,1,12-24 months,5,24.281666666666666,47,5,582.76,3,5,2,10,Loyal Customers
CUST-00181,Female,0,Yes,No,6,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),89.81,499.96,0,0-12 months,6,83.32666666666667,65,6,499.96,1,5,1,7,Potential Loyalists
CUST-00182,Male,0,No,Yes,70,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,83.16,5810.45,0,48+ months,2,83.00642857142857,1,2,5810.45,5,1,5,11,Loyal Customers
CUST-00183,Male,0,Yes,No,26,Yes,No,No,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),59.09,1571.14,0,24-48 months,3,60.42846153846154,45,3,1571.14,4,2,3,9,Loyal Customers
CUST-00184,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.07,65.54,1,0-12 months,4,65.54,70,4,65.54,1,3,1,5,At Risk
CUST-00185,Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,99.59,3250.51,0,24-48 months,3,98.50030303030303,38,3,3250.51,4,2,5,11,Loyal Customers
CUST-00186,Male,0,Yes,No,40,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),93.65,3700.83,0,24-48 months,4,92.52074999999999,31,4,3700.83,5,3,5,13,Champions
CUST-00187,Male,0,No,Yes,26,No,No,Fiber optic,No,No,No,Yes,No internet service,Yes,One year,Yes,Mailed check,41.17,1088.34,0,24-48 months,2,41.85923076923076,45,2,1088.34,4,1,3,8,Potential Loyalists
CUST-00188,Male,0,No,No,28,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.31,2328.1,0,24-48 months,1,83.14642857142857,43,1,2328.1,4,1,4,9,Loyal Customers
CUST-00189,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),51.13,1029.59,0,12-24 months,4,49.02809523809523,50,4,1029.59,3,3,2,8,Potential Loyalists
CUST-00190,Female,0,No,No,22,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),42.28,920.48,1,12-24 months,1,41.84,49,1,920.48,3,1,2,6,Potential Loyalists
CUST-00191,Female,0,No,Yes,63,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),84.92,5312.32,0,48+ months,3,84.32253968253968,8,3,5312.32,5,2,5,12,Champions
CUST-00192,Female,1,No,No,26,No,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,43.72,1087.8,0,24-48 months,2,41.83846153846154,45,2,1087.8,4,1,3,8,Potential Loyalists
CUST-00193,Male,0,No,No,32,No,No,No,No internet service,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),20.76,584.41,0,24-48 months,4,18.2628125,39,4,584.41,4,3,2,9,Loyal Customers
CUST-00194,Female,0,No,No,19,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,No,Electronic check,23.69,382.17,1,12-24 months,4,20.11421052631579,52,4,382.17,3,3,1,7,Potential Loyalists
CUST-00195,Male,0,No,No,11,No,No,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,28.13,306.79,0,0-12 months,2,27.89,60,2,306.79,1,1,1,3,Lost
CUST-00196,Female,0,No,No,13,Yes,No,Fiber optic,No internet service,No,No,No,No,No internet service,One year,No,Credit card (automatic),91.28,1085.31,0,12-24 months,1,83.48538461538462,58,1,1085.31,2,1,3,6,Potential Loyalists
CUST-00197,Male,1,Yes,No,62,Yes,No,DSL,No,No internet service,No,No internet service,No,Yes,Two year,No,Mailed check,109.0,6715.87,0,48+ months,2,108.32048387096773,9,2,6715.87,5,1,5,11,Loyal Customers
CUST-00198,Female,0,Yes,No,69,Yes,Yes,No,No,Yes,No,No,Yes,No,Two year,No,Electronic check,71.7,4979.65,0,48+ months,4,72.16884057971014,2,4,4979.65,5,3,5,13,Champions
CUST-00199,Female,0,No,Yes,25,Yes,No,DSL,No,No internet service,No,No internet service,Yes,No,One year,Yes,Credit card (automatic),87.93,2247.35,0,24-48 months,2,89.89399999999999,46,2,2247.35,3,1,4,8,Potential Loyalists
CUST-00200,Male,0,No,Yes,26,Yes,No phone service,Fiber optic,No,Yes,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),61.53,1618.29,0,24-48 months,2,62.24192307692307,45,2,1618.29,4,1,4,9,Loyal Customers
CUST-00201,Female,0,Yes,No,20,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,No,Month-to-month,No,Electronic check,47.48,990.4,0,12-24 months,4,49.519999999999996,51,4,990.4,3,3,2,8,Potential Loyalists
CUST-00202,Male,0,Yes,No,2,No,Yes,DSL,Yes,Yes,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),28.86,58.7,0,0-12 months,4,29.35,69,4,58.7,1,3,1,5,At Risk
CUST-00203,Male,0,Yes,No,68,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,Yes,Two year,No,Bank transfer (automatic),67.59,4543.49,0,48+ months,4,66.8160294117647,3,4,4543.49,5,3,5,13,Champions
CUST-00204,Male,0,Yes,No,30,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,No internet service,One year,No,Electronic check,24.5,769.29,0,24-48 months,2,25.642999999999997,41,2,769.29,4,1,2,7,Potential Loyalists
CUST-00205,Female,0,No,No,18,Yes,Yes,No,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),102.28,1865.37,0,12-24 months,3,103.63166666666666,53,3,1865.37,2,2,4,8,Potential Loyalists
CUST-00206,Male,0,Yes,Yes,28,Yes,No,DSL,Yes,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,71.29,1969.12,0,24-48 months,3,70.32571428571428,43,3,1969.12,4,2,4,10,Loyal Customers
CUST-00207,Female,0,No,No,41,Yes,No,DSL,No internet service,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),50.12,2023.8,0,24-48 months,4,49.360975609756096,30,4,2023.8,5,3,4,12,Champions
CUST-00208,Female,0,No,No,23,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),100.14,2300.94,1,12-24 months,2,100.04086956521739,48,2,2300.94,3,1,4,8,Potential Loyalists
CUST-00209,Female,0,Yes,No,19,Yes,No,No,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.78,1667.47,1,12-24 months,4,87.76157894736842,52,4,1667.47,3,3,4,10,Loyal Customers
CUST-00210,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,23.93,196.57,0,0-12 months,3,21.84111111111111,62,3,196.57,1,2,1,4,At Risk
CUST-00211,Female,0,No,Yes,24,Yes,Yes,No,No,No,Yes,No,No,No,One year,No,Mailed check,38.29,766.99,0,12-24 months,3,31.957916666666666,47,3,766.99,3,2,2,7,Potential Loyalists
CUST-00212,Female,0,No,No,26,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,76.92,2021.59,0,24-48 months,3,77.75346153846154,45,3,2021.59,4,2,4,10,Loyal Customers
CUST-00213,Female,0,No,No,24,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),81.84,1908.69,1,12-24 months,6,79.52875,47,6,1908.69,3,5,4,12,Champions
CUST-00214,Female,0,Yes,Yes,34,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Mailed check,79.87,2737.83,0,24-48 months,3,80.52441176470587,37,3,2737.83,4,2,5,11,Loyal Customers
CUST-00215,Male,1,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,37.78,247.01,0,0-12 months,5,41.16833333333333,65,5,247.01,1,5,1,7,Potential Loyalists
CUST-00216,Female,0,No,No,14,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),51.97,804.51,1,12-24 months,5,57.464999999999996,57,5,804.51,2,5,2,9,Loyal Customers
CUST-00217,Male,0,No,Yes,45,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),92.17,4142.69,0,24-48 months,6,92.05977777777777,26,6,4142.69,5,5,5,15,Champions
CUST-00218,Female,0,Yes,Yes,30,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No,One year,No,Bank transfer (automatic),94.37,2855.9,0,24-48 months,2,95.19666666666667,41,2,2855.9,4,1,5,10,Loyal Customers
